סמל_ישוב,שם_ישוב,סמל_נפה,נפה,קוד_לשכת_מנא,לשכת_מנא,קוד_מועצה_אזורית,מועצה_אזורית,סהכ,גיל_0_5,גיל_6_18,גיל_19_45,גיל_46_55,גיל_56_64,גיל_65_פלוס
1136      ,צוחר                     ,62        ,באר שבע                  ,62        ,באר שבע                  ,38        ,אשכול                    ,615       ,53        ,99        ,278       ,56        ,72        ,57
1137      ,קרית יערים               ,11        ,ירושלים                  ,13        ,בית שמש                  ,0         ,                         ,6889      ,1293      ,2096      ,2530      ,337       ,303       ,330
1138      ,יעד                      ,24        ,עכו                      ,20        ,כרמיאל                   ,56        ,משגב                     ,797       ,36        ,194       ,260       ,125       ,85        ,97
1139      ,כרמיאל                   ,24        ,עכו                      ,20        ,כרמיאל                   ,0         ,                         ,53725     ,3168      ,8757      ,17869     ,6653      ,5607      ,11671
1140      ,מדרשת בן גוריון          ,62        ,באר שבע                  ,62        ,באר שבע                  ,48        ,רמת נגב                  ,1788      ,119       ,479       ,621       ,264       ,148       ,157
1141      ,מבוא מודיעים             ,43        ,רמלה                     ,43        ,רמלה                     ,25        ,חבל מודיעין              ,253       ,16        ,55        ,108       ,10        ,15        ,49
1143      ,נס עמים                  ,24        ,עכו                      ,24        ,עכו                      ,4         ,מטה אשר                  ,456       ,44        ,154       ,159       ,64        ,12        ,23
1145      ,אלומה                    ,61        ,אשקלון                   ,61        ,אשקלון                   ,34        ,שפיר                     ,985       ,194       ,306       ,337       ,55        ,54        ,39
1146      ,עלומים                   ,62        ,באר שבע                  ,62        ,באר שבע                  ,39        ,שדות נגב                 ,536       ,58        ,121       ,212       ,27        ,43        ,75
1147      ,נטועה                    ,24        ,עכו                      ,24        ,עכו                      ,52        ,מעלה יוסף                ,341       ,30        ,72        ,105       ,46        ,29        ,59
1148      ,צור נתן                  ,42        ,פתח תקווה                ,47        ,כפר סבא                  ,20        ,דרום השרון               ,312       ,19        ,65        ,90        ,58        ,13        ,67
1149      ,עזר                      ,61        ,אשקלון                   ,61        ,אשקלון                   ,33        ,באר טוביה                ,806       ,48        ,140       ,323       ,72        ,157       ,66
